Jumlah Input	Jumlah Epoch	Jumlah Neuron	Jumlah Batch Size	Akurasi (%)
10	4	20	8	21.25%
10	4	20	4	18.75%
10	4	20	2	26.25%
10	4	25	32	27.50%
10	4	25	16	18.75%
10	4	25	8	11.25%
10	4	25	4	20.00%
10	4	25	2	16.25%
10	4	30	32	8.75%
10	4	30	16	11.25%
10	4	30	8	22.50%
10	4	30	4	22.50%
10	4	30	2	30.00%
10	4	35	32	6.25%
10	4	35	16	25.00%
10	4	35	8	22.50%
10	4	35	4	30.00%
10	4	35	2	31.25%
10	4	40	32	20.00%
10	4	40	16	22.50%
10	4	40	8	16.25%
10	4	40	4	25.00%
10	4	40	2	22.50%
10	4	45	32	26.25%
10	4	45	16	26.25%
10	4	45	8	17.50%
10	4	45	4	30.00%
10	4	45	2	26.25%
10	4	50	32	16.25%
10	4	50	16	27.50%
10	4	50	8	20.00%
10	4	50	4	22.50%
10	4	50	2	32.50%
10	8	5	32	15.00%
10	8	5	16	10.00%
10	8	5	8	10.00%
10	8	5	4	16.25%
10	8	5	2	17.50%
10	8	10	32	12.50%
10	8	10	16	18.75%
10	8	10	8	28.75%
10	8	10	4	28.75%
10	8	10	2	23.75%
10	8	15	32	16.25%
10	8	15	16	11.25%
10	8	15	8	18.75%
10	8	15	4	17.50%
10	8	15	2	21.25%
10	8	20	32	15.00%
10	8	20	16	27.50%
10	8	20	8	25.00%
10	8	20	4	15.00%
10	8	20	2	18.75%
10	8	25	32	21.25%
10	8	25	16	27.50%
10	8	25	8	16.25%
10	8	25	4	28.75%
10	8	25	2	28.75%
10	8	30	32	23.75%
10	8	30	16	23.75%
10	8	30	8	28.75%
10	8	30	4	26.25%
10	8	30	2	36.25%
10	8	35	32	35.00%
10	8	35	16	18.75%
10	8	35	8	23.75%
10	8	35	4	25.00%
10	8	35	2	22.50%
10	8	40	32	33.75%
10	8	40	16	31.25%
10	8	40	8	35.00%
10	8	40	4	35.00%
10	8	40	2	30.00%
10	8	45	32	27.50%
10	8	45	16	21.25%
10	8	45	8	23.75%
10	8	45	4	28.75%
10	8	45	2	36.25%
10	8	50	32	26.25%
10	8	50	16	32.50%
10	8	50	8	21.25%
10	8	50	4	26.25%
10	8	50	2	38.75%
10	16	5	32	13.75%
10	16	5	16	15.00%
10	16	5	8	30.00%
10	16	5	4	30.00%
10	16	5	2	25.00%
10	16	10	32	30.00%
10	16	10	16	22.50%
10	16	10	8	13.75%
10	16	10	4	35.00%
10	16	10	2	38.75%
10	16	15	32	25.00%
10	16	15	16	13.75%
10	16	15	8	35.00%
10	16	15	4	30.00%
10	16	15	2	45.00%
10	16	20	32	11.25%
10	16	20	16	33.75%
10	16	20	8	25.00%
10	16	20	4	20.00%
10	16	20	2	36.25%
10	16	25	32	23.75%
10	16	25	16	22.50%
10	16	25	8	42.50%
10	16	25	4	42.50%
10	16	25	2	48.75%
10	16	30	32	13.75%
10	16	30	16	42.50%
10	16	30	8	36.25%
10	16	30	4	42.50%
10	16	30	2	52.50%
10	16	35	32	20.00%
10	16	35	16	17.50%
10	16	35	8	37.50%
10	16	35	4	55.00%
10	16	35	2	46.25%
10	16	40	32	28.75%
10	16	40	16	33.75%
10	16	40	8	43.75%
10	16	40	4	47.50%
10	16	40	2	51.25%
10	16	45	32	21.25%
10	16	45	16	43.75%
10	16	45	8	47.50%
10	16	45	4	53.75%
10	16	45	2	58.75%
10	16	50	32	36.25%
10	16	50	16	33.75%
10	16	50	8	33.75%
10	16	50	4	48.75%
10	16	50	2	53.75%
10	32	5	32	26.25%
10	32	5	16	21.25%
10	32	5	8	28.75%
10	32	5	4	57.50%
10	32	5	2	67.50%
10	32	10	32	25.00%
10	32	10	16	48.75%
10	32	10	8	53.75%
10	32	10	4	66.25%
10	32	10	2	76.25%
10	32	15	32	36.25%
10	32	15	16	66.25%
10	32	15	8	88.75%
10	32	15	4	95.00%
10	32	15	2	100.00%
10	32	20	32	46.25%
10	32	20	16	31.25%
10	32	20	8	83.75%
10	32	20	4	93.75%
10	32	20	2	96.25%
10	32	25	32	56.25%
10	32	25	16	71.25%
10	32	25	8	81.25%
10	32	25	4	98.75%
10	32	25	2	98.75%
10	32	30	32	46.25%
10	32	30	16	87.50%
10	32	30	8	87.50%
10	32	30	4	98.75%
10	32	30	2	98.75%
10	32	35	32	51.25%
10	32	35	16	90.00%
10	32	35	8	97.50%
10	32	35	4	100.00%
10	32	35	2	98.75%
10	32	40	32	87.50%
10	32	40	16	65.00%
10	32	40	8	100.00%
10	32	40	4	98.75%
10	32	40	2	98.75%
10	32	45	32	70.00%
10	32	45	16	98.75%
10	32	45	8	97.50%
10	32	45	4	98.75%
10	32	45	2	100.00%
10	32	50	32	77.50%
10	32	50	16	100.00%
10	32	50	8	100.00%
10	32	50	4	100.00%
10	32	50	2	100.00%
10	64	5	32	25.00%
10	64	5	16	46.25%
10	64	5	8	55.00%
10	64	5	4	76.25%
10	64	5	2	88.75%
10	64	10	32	43.75%
10	64	10	16	66.25%
10	64	10	8	76.25%
10	64	10	4	87.50%
10	64	10	2	97.50%
10	64	15	32	65.00%
10	64	15	16	73.75%
10	64	15	8	96.25%
10	64	15	4	88.75%
10	64	15	2	100.00%
10	64	20	32	60.00%
10	64	20	16	87.50%
10	64	20	8	90.00%
10	64	20	4	100.00%
10	64	20	2	100.00%
10	64	25	32	53.75%
10	64	25	16	100.00%
10	64	25	8	100.00%
10	64	25	4	100.00%
10	64	25	2	100.00%
10	64	30	32	88.75%
10	64	30	16	87.50%
10	64	30	8	100.00%
10	64	30	4	100.00%
10	64	30	2	100.00%
10	64	35	32	87.50%
10	64	35	16	100.00%
10	64	35	8	100.00%
10	64	35	4	100.00%
10	64	35	2	100.00%
10	64	40	32	86.25%
10	64	40	16	100.00%
10	64	40	8	100.00%
10	64	40	4	100.00%
10	64	40	2	100.00%
10	64	45	32	98.75%
10	64	45	16	100.00%
10	64	45	8	100.00%
10	64	45	4	100.00%
10	64	45	2	100.00%
10	64	50	32	87.50%
10	64	50	16	100.00%
10	64	50	8	100.00%
10	64	50	4	100.00%
10	64	50	2	100.00%
10	128	5	32	47.50%
10	128	5	16	50.00%
10	128	5	8	63.75%
10	128	5	4	91.25%
10	128	5	2	100.00%
10	128	10	32	46.25%
10	128	10	16	75.00%
10	128	10	8	87.50%
10	128	10	4	100.00%
10	128	10	2	100.00%
10	128	15	32	86.25%
10	128	15	16	87.50%
10	128	15	8	100.00%
10	128	15	4	100.00%
10	128	15	2	100.00%
10	128	20	32	68.75%
10	128	20	16	100.00%
10	128	20	8	100.00%
10	128	20	4	100.00%
10	128	20	2	100.00%
10	128	25	32	62.50%
10	128	25	16	97.50%
10	128	25	8	100.00%
10	128	25	4	100.00%
10	128	25	2	100.00%
10	128	30	32	100.00%
10	128	30	16	96.25%
10	128	30	8	100.00%
10	128	30	4	100.00%
10	128	30	2	100.00%
10	128	35	32	98.75%
10	128	35	16	100.00%
10	128	35	8	100.00%
10	128	35	4	100.00%
10	128	35	2	100.00%
10	128	40	32	91.25%
10	128	40	16	100.00%
10	128	40	8	100.00%
10	128	40	4	100.00%
10	128	40	2	100.00%
10	128	45	32	100.00%
10	128	45	16	100.00%
10	128	45	8	100.00%
10	128	45	4	100.00%
10	128	45	2	100.00%
10	128	50	32	100.00%
10	128	50	16	100.00%
10	128	50	8	100.00%
10	128	50	4	100.00%
10	128	50	2	100.00%
Jumlah Neuron	Jumlah Input	Jumlah Epoch	Jumlah Batch Size	Akurasi (%)
12	2	5	32	12.50%
12	2	5	16	12.50%
12	2	5	8	5.00%
12	2	5	4	7.50%
12	2	5	2	12.50%
12	2	10	32	15.00%
12	2	10	16	12.50%
12	2	10	8	10.00%
12	2	10	4	12.50%
12	2	10	2	20.00%
12	2	15	32	12.50%
12	2	15	16	11.25%
12	2	15	8	11.25%
12	2	15	4	12.50%
12	2	15	2	10.00%
12	2	20	32	11.25%
12	2	20	16	17.50%
12	2	20	8	15.00%
12	2	20	4	16.25%
12	2	20	2	15.00%
12	2	25	32	10.00%
12	2	25	16	8.75%
12	2	25	8	17.50%
12	2	25	4	16.25%
12	2	25	2	22.50%
12	2	30	32	11.25%
12	2	30	16	15.00%
12	2	30	8	13.75%
12	2	30	4	18.75%
12	2	30	2	20.00%
12	2	35	32	15.00%
12	2	35	16	16.25%
12	2	35	8	15.00%
12	2	35	4	20.00%
12	2	35	2	21.25%
12	2	40	32	13.75%
12	2	40	16	10.00%
12	2	40	8	10.00%
12	2	40	4	21.25%
12	2	40	2	22.50%
12	2	45	32	11.25%
12	2	45	16	10.00%
12	2	45	8	17.50%
12	2	45	4	20.00%
12	2	45	2	21.25%
12	2	50	32	11.25%
12	2	50	16	18.75%
12	2	50	8	20.00%
12	2	50	4	20.00%
12	2	50	2	26.25%
12	4	5	32	26.25%
12	4	5	16	13.75%
12	4	5	8	12.50%
12	4	5	4	16.25%
12	4	5	2	30.00%
12	4	10	32	15.00%
12	4	10	16	16.25%
12	4	10	8	18.75%
12	4	10	4	18.75%
12	4	10	2	21.25%
12	4	15	32	18.75%
12	4	15	16	13.75%
12	4	15	8	13.75%
12	4	15	4	20.00%
12	4	15	2	23.75%
12	4	20	32	11.25%
12	4	20	16	15.00%
12	4	20	8	13.75%
12	4	20	4	26.25%
12	4	20	2	25.00%
12	4	25	32	17.50%
12	4	25	16	17.50%
12	4	25	8	20.00%
12	4	25	4	20.00%
12	4	25	2	25.00%
12	4	30	32	22.50%
12	4	30	16	12.50%
12	4	30	8	31.25%
12	4	30	4	26.25%
12	4	30	2	22.50%
12	4	35	32	17.50%
12	4	35	16	28.75%
12	4	35	8	28.75%
12	4	35	4	33.75%
12	4	35	2	21.25%
12	4	40	32	20.00%
12	4	40	16	32.50%
12	4	40	8	23.75%
12	4	40	4	23.75%
12	4	40	2	32.50%
12	4	45	32	11.25%
12	4	45	16	17.50%
12	4	45	8	23.75%
12	4	45	4	26.25%
12	4	45	2	23.75%
12	4	50	32	23.75%
12	4	50	16	23.75%
12	4	50	8	26.25%
12	4	50	4	26.25%
12	4	50	2	25.00%
12	8	5	32	13.75%
12	8	5	16	13.75%
12	8	5	8	18.75%
12	8	5	4	17.50%
12	8	5	2	10.00%
12	8	10	32	12.50%
12	8	10	16	16.25%
12	8	10	8	12.50%
12	8	10	4	20.00%
12	8	10	2	26.25%
12	8	15	32	17.50%
12	8	15	16	18.75%
12	8	15	8	23.75%
12	8	15	4	21.25%
12	8	15	2	13.75%
12	8	20	32	17.50%
12	8	20	16	23.75%
12	8	20	8	13.75%
12	8	20	4	21.25%
12	8	20	2	37.50%
12	8	25	32	25.00%
12	8	25	16	22.50%
12	8	25	8	31.25%
12	8	25	4	27.50%
12	8	25	2	27.50%
12	8	30	32	17.50%
12	8	30	16	27.50%
12	8	30	8	26.25%
12	8	30	4	30.00%
12	8	30	2	30.00%
12	8	35	32	30.00%
12	8	35	16	40.00%
12	8	35	8	33.75%
12	8	35	4	32.50%
12	8	35	2	37.50%
12	8	40	32	18.75%
12	8	40	16	33.75%
12	8	40	8	32.50%
12	8	40	4	33.75%
12	8	40	2	33.75%
12	8	45	32	27.50%
12	8	45	16	18.75%
12	8	45	8	22.50%
12	8	45	4	26.25%
12	8	45	2	36.25%
12	8	50	32	25.00%
12	8	50	16	21.25%
12	8	50	8	30.00%
12	8	50	4	35.00%
12	8	50	2	38.75%
12	16	5	32	30.00%
12	16	5	16	21.25%
12	16	5	8	16.25%
12	16	5	4	30.00%
12	16	5	2	35.00%
12	16	10	32	23.75%
12	16	10	16	20.00%
12	16	10	8	27.50%
12	16	10	4	33.75%
12	16	10	2	46.25%
12	16	15	32	16.25%
12	16	15	16	25.00%
12	16	15	8	40.00%
12	16	15	4	26.25%
12	16	15	2	43.75%
12	16	20	32	23.75%
12	16	20	16	33.75%
12	16	20	8	38.75%
12	16	20	4	47.50%
12	16	20	2	45.00%
12	16	25	32	22.50%
12	16	25	16	30.00%
12	16	25	8	36.25%
12	16	25	4	48.75%
12	16	25	2	47.50%
12	16	30	32	42.50%
12	16	30	16	33.75%
12	16	30	8	32.50%
12	16	30	4	38.75%
12	16	30	2	56.25%
12	16	35	32	41.25%
12	16	35	16	41.25%
12	16	35	8	42.50%
12	16	35	4	56.25%
12	16	35	2	60.00%
12	16	40	32	38.75%
12	16	40	16	47.50%
12	16	40	8	46.25%
12	16	40	4	48.75%
12	16	40	2	61.25%
12	16	45	32	31.25%
12	16	45	16	33.75%
12	16	45	8	57.50%
12	16	45	4	51.25%
12	16	45	2	57.50%
12	16	50	32	32.50%
12	16	50	16	52.50%
12	16	50	8	43.75%
12	16	50	4	43.75%
12	16	50	2	56.25%
12	32	5	32	22.50%
12	32	5	16	25.00%
12	32	5	8	41.25%
12	32	5	4	51.25%
12	32	5	2	62.50%
12	32	10	32	55.00%
12	32	10	16	36.25%
12	32	10	8	82.50%
12	32	10	4	75.00%
12	32	10	2	81.25%
12	32	15	32	31.25%
12	32	15	16	68.75%
12	32	15	8	67.50%
12	32	15	4	93.75%
12	32	15	2	98.75%
12	32	20	32	58.75%
12	32	20	16	58.75%
12	32	20	8	86.25%
12	32	20	4	100.00%
12	32	20	2	100.00%
12	32	25	32	53.75%
12	32	25	16	61.25%
12	32	25	8	98.75%
12	32	25	4	100.00%
12	32	25	2	98.75%
12	32	30	32	81.25%
12	32	30	16	81.25%
12	32	30	8	86.25%
12	32	30	4	100.00%
12	32	30	2	100.00%
12	32	35	32	58.75%
12	32	35	16	98.75%
12	32	35	8	92.50%
12	32	35	4	97.50%
12	32	35	2	98.75%
12	32	40	32	62.50%
12	32	40	16	88.75%
12	32	40	8	100.00%
12	32	40	4	98.75%
12	32	40	2	98.75%
12	32	45	32	97.50%
12	32	45	16	97.50%
12	32	45	8	97.50%
12	32	45	4	97.50%
12	32	45	2	100.00%
12	32	50	32	72.50%
12	32	50	16	97.50%
12	32	50	8	98.75%
12	32	50	4	98.75%
12	32	50	2	100.00%
12	64	5	32	23.75%
12	64	5	16	32.50%
12	64	5	8	73.75%
12	64	5	4	76.25%
12	64	5	2	100.00%
12	64	10	32	62.50%
12	64	10	16	67.50%
12	64	10	8	81.25%
12	64	10	4	96.25%
12	64	10	2	100.00%
12	64	15	32	42.50%
12	64	15	16	95.00%
12	64	15	8	100.00%
12	64	15	4	98.75%
12	64	15	2	100.00%
12	64	20	32	75.00%
12	64	20	16	90.00%
12	64	20	8	97.50%
12	64	20	4	100.00%
12	64	20	2	100.00%
12	64	25	32	72.50%
12	64	25	16	98.75%
12	64	25	8	100.00%
12	64	25	4	100.00%
12	64	25	2	100.00%
12	64	30	32	86.25%
12	64	30	16	98.75%
12	64	30	8	100.00%
12	64	30	4	100.00%
12	64	30	2	100.00%
12	64	35	32	93.75%
12	64	35	16	88.75%
12	64	35	8	100.00%
12	64	35	4	100.00%
12	64	35	2	100.00%
12	64	40	32	100.00%
12	64	40	16	100.00%
12	64	40	8	100.00%
12	64	40	4	100.00%
12	64	40	2	100.00%
12	64	45	32	97.50%
12	64	45	16	100.00%
12	64	45	8	100.00%
12	64	45	4	100.00%
12	64	45	2	100.00%
12	64	50	32	100.00%
12	64	50	16	100.00%
12	64	50	8	100.00%
12	64	50	4	100.00%
12	64	50	2	100.00%
12	128	5	32	57.50%
12	128	5	16	45.00%
12	128	5	8	75.00%
12	128	5	4	97.50%
12	128	5	2	100.00%
12	128	10	32	71.25%
12	128	10	16	75.00%
12	128	10	8	98.75%
12	128	10	4	100.00%
12	128	10	2	100.00%
12	128	15	32	75.00%
12	128	15	16	100.00%
12	128	15	8	100.00%
12	128	15	4	100.00%
12	128	15	2	100.00%
12	128	20	32	95.00%
12	128	20	16	97.50%
12	128	20	8	100.00%
12	128	20	4	100.00%
12	128	20	2	100.00%
12	128	25	32	96.25%
12	128	25	16	100.00%
12	128	25	8	100.00%
12	128	25	4	100.00%
12	128	25	2	100.00%
12	128	30	32	97.50%
12	128	30	16	100.00%
12	128	30	8	100.00%
12	128	30	4	100.00%
12	128	30	2	100.00%
12	128	35	32	100.00%
12	128	35	16	100.00%
12	128	35	8	100.00%
12	128	35	4	100.00%
12	128	35	2	100.00%
12	128	40	32	100.00%
12	128	40	16	100.00%
12	128	40	8	100.00%
12	128	40	4	100.00%
12	128	40	2	100.00%
12	128	45	32	100.00%
12	128	45	16	100.00%
12	128	45	8	100.00%
12	128	45	4	100.00%
12	128	45	2	100.00%
12	128	50	32	100.00%
12	128	50	16	100.00%
12	128	50	8	100.00%
12	128	50	4	100.00%
12	128	50	2	100.00%
Jumlah Neuron	Jumlah Input	Jumlah Epoch	Jumlah Batch Size	Akurasi (%)
14	2	5	32	11.25%
14	2	5	16	7.50%
14	2	5	8	11.25%
14	2	5	4	12.50%
14	2	5	2	15.00%
14	2	10	32	13.75%
14	2	10	16	12.50%
14	2	10	8	12.50%
14	2	10	4	12.50%
14	2	10	2	17.50%
14	2	15	32	12.50%
14	2	15	16	15.00%
14	2	15	8	16.25%
14	2	15	4	18.75%
14	2	15	2	18.75%
14	2	20	32	13.75%
14	2	20	16	15.00%
14	2	20	8	15.00%
14	2	20	4	21.25%
14	2	20	2	20.00%
14	2	25	32	16.25%
14	2	25	16	15.00%
14	2	25	8	16.25%
14	2	25	4	16.25%
14	2	25	2	20.00%
14	2	30	32	17.50%
14	2	30	16	20.00%
14	2	30	8	13.75%
14	2	30	4	17.50%
14	2	30	2	20.00%
14	2	35	32	13.75%
14	2	35	16	8.75%
14	2	35	8	11.25%
14	2	35	4	21.25%
14	2	35	2	23.75%
14	2	40	32	16.25%
14	2	40	16	17.50%
14	2	40	8	20.00%
14	2	40	4	20.00%
14	2	40	2	23.75%
14	2	45	32	16.25%
14	2	45	16	15.00%
14	2	45	8	13.75%
14	2	45	4	21.25%
14	2	45	2	21.25%
14	2	50	32	18.75%
14	2	50	16	16.25%
14	2	50	8	28.75%
14	2	50	4	21.25%
14	2	50	2	22.50%
14	4	5	32	15.00%
14	4	5	16	11.25%
14	4	5	8	11.25%
14	4	5	4	17.50%
14	4	5	2	13.75%
14	4	10	32	21.25%
14	4	10	16	13.75%
14	4	10	8	11.25%
14	4	10	4	13.75%
14	4	10	2	22.50%
14	4	15	32	12.50%
14	4	15	16	15.00%
14	4	15	8	21.25%
14	4	15	4	15.00%
14	4	15	2	25.00%
14	4	20	32	15.00%
14	4	20	16	16.25%
14	4	20	8	12.50%
14	4	20	4	17.50%
14	4	20	2	21.25%
14	4	25	32	11.25%
14	4	25	16	21.25%
14	4	25	8	20.00%
14	4	25	4	20.00%
14	4	25	2	25.00%
14	4	30	32	22.50%
14	4	30	16	20.00%
14	4	30	8	25.00%
14	4	30	4	21.25%
14	4	30	2	27.50%
14	4	35	32	27.50%
14	4	35	16	26.25%
14	4	35	8	28.75%
14	4	35	4	20.00%
14	4	35	2	21.25%
14	4	40	32	17.50%
14	4	40	16	27.50%
14	4	40	8	22.50%
14	4	40	4	26.25%
14	4	40	2	32.50%
14	4	45	32	17.50%
14	4	45	16	27.50%
14	4	45	8	18.75%
14	4	45	4	21.25%
14	4	45	2	32.50%
14	4	50	32	23.75%
14	4	50	16	25.00%
14	4	50	8	28.75%
14	4	50	4	17.50%
14	4	50	2	36.25%
14	8	5	32	13.75%
14	8	5	16	11.25%
14	8	5	8	12.50%
14	8	5	4	23.75%
14	8	5	2	17.50%
14	8	10	32	30.00%
14	8	10	16	11.25%
14	8	10	8	20.00%
14	8	10	4	30.00%
14	8	10	2	32.50%
14	8	15	32	12.50%
14	8	15	16	18.75%
14	8	15	8	26.25%
14	8	15	4	18.75%
14	8	15	2	35.00%
14	8	20	32	23.75%
14	8	20	16	15.00%
14	8	20	8	22.50%
14	8	20	4	36.25%
14	8	20	2	33.75%
14	8	25	32	18.75%
14	8	25	16	27.50%
14	8	25	8	22.50%
14	8	25	4	26.25%
14	8	25	2	31.25%
14	8	30	32	23.75%
14	8	30	16	33.75%
14	8	30	8	20.00%
14	8	30	4	31.25%
14	8	30	2	37.50%
14	8	35	32	17.50%
14	8	35	16	35.00%
14	8	35	8	31.25%
14	8	35	4	35.00%
14	8	35	2	36.25%
14	8	40	32	30.00%
14	8	40	16	30.00%
14	8	40	8	28.75%
14	8	40	4	36.25%
14	8	40	2	37.50%
14	8	45	32	18.75%
14	8	45	16	31.25%
14	8	45	8	30.00%
14	8	45	4	37.50%
14	8	45	2	40.00%
14	8	50	32	22.50%
14	8	50	16	26.25%
14	8	50	8	30.00%
14	8	50	4	36.25%
14	8	50	2	35.00%
14	16	5	32	10.00%
14	16	5	16	12.50%
14	16	5	8	33.75%
14	16	5	4	36.25%
14	16	5	2	31.25%
14	16	10	32	28.75%
14	16	10	16	28.75%
14	16	10	8	25.00%
14	16	10	4	28.75%
14	16	10	2	41.25%
14	16	15	32	28.75%
14	16	15	16	31.25%
14	16	15	8	31.25%
14	16	15	4	45.00%
14	16	15	2	38.75%
14	16	20	32	30.00%
14	16	20	16	38.75%
14	16	20	8	33.75%
14	16	20	4	43.75%
14	16	20	2	50.00%
14	16	25	32	20.00%
14	16	25	16	41.25%
14	16	25	8	53.75%
14	16	25	4	26.25%
14	16	25	2	53.75%
14	16	30	32	35.00%
14	16	30	16	37.50%
14	16	30	8	45.00%
14	16	30	4	38.75%
14	16	30	2	53.75%
14	16	35	32	42.50%
14	16	35	16	40.00%
14	16	35	8	37.50%
14	16	35	4	50.00%
14	16	35	2	56.25%
14	16	40	32	40.00%
14	16	40	16	47.50%
14	16	40	8	46.25%
14	16	40	4	51.25%
14	16	40	2	53.75%
14	16	45	32	40.00%
14	16	45	16	26.25%
14	16	45	8	46.25%
14	16	45	4	57.50%
14	16	45	2	62.50%
14	16	50	32	33.75%
14	16	50	16	46.25%
14	16	50	8	38.75%
14	16	50	4	47.50%
14	16	50	2	57.50%
14	32	5	32	17.50%
14	32	5	16	16.25%
14	32	5	8	33.75%
14	32	5	4	33.75%
14	32	5	2	81.25%
14	32	10	32	36.25%
14	32	10	16	57.50%
14	32	10	8	61.25%
14	32	10	4	77.50%
14	32	10	2	100.00%
14	32	15	32	60.00%
14	32	15	16	85.00%
14	32	15	8	82.50%
14	32	15	4	96.25%
14	32	15	2	97.50%
14	32	20	32	55.00%
14	32	20	16	60.00%
14	32	20	8	92.50%
14	32	20	4	98.75%
14	32	20	2	97.50%
14	32	25	32	66.25%
14	32	25	16	83.75%
14	32	25	8	97.50%
14	32	25	4	97.50%
14	32	25	2	98.75%
14	32	30	32	71.25%
14	32	30	16	87.50%
14	32	30	8	100.00%
14	32	30	4	98.75%
14	32	30	2	100.00%
14	32	35	32	80.00%
14	32	35	16	90.00%
14	32	35	8	98.75%
14	32	35	4	100.00%
14	32	35	2	98.75%
14	32	40	32	75.00%
14	32	40	16	93.75%
14	32	40	8	100.00%
14	32	40	4	100.00%
14	32	40	2	100.00%
14	32	45	32	96.25%
14	32	45	16	100.00%
14	32	45	8	98.75%
14	32	45	4	98.75%
14	32	45	2	100.00%
14	32	50	32	96.25%
14	32	50	16	97.50%
14	32	50	8	98.75%
14	32	50	4	100.00%
14	32	50	2	100.00%
14	64	5	32	25.00%
14	64	5	16	28.75%
14	64	5	8	75.00%
14	64	5	4	78.75%
14	64	5	2	98.75%
14	64	10	32	33.75%
14	64	10	16	83.75%
14	64	10	8	87.50%
14	64	10	4	100.00%
14	64	10	2	88.75%
14	64	15	32	71.25%
14	64	15	16	97.50%
14	64	15	8	100.00%
14	64	15	4	100.00%
14	64	15	2	100.00%
14	64	20	32	72.50%
14	64	20	16	90.00%
14	64	20	8	100.00%
14	64	20	4	100.00%
14	64	20	2	100.00%
14	64	25	32	78.75%
14	64	25	16	87.50%
14	64	25	8	100.00%
14	64	25	4	100.00%
14	64	25	2	100.00%
14	64	30	32	100.00%
14	64	30	16	100.00%
14	64	30	8	100.00%
14	64	30	4	100.00%
14	64	30	2	100.00%
14	64	35	32	97.50%
14	64	35	16	100.00%
14	64	35	8	100.00%
14	64	35	4	100.00%
14	64	35	2	100.00%
14	64	40	32	98.75%
14	64	40	16	100.00%
14	64	40	8	100.00%
14	64	40	4	100.00%
14	64	40	2	100.00%
14	64	45	32	87.50%
14	64	45	16	100.00%
14	64	45	8	100.00%
14	64	45	4	100.00%
14	64	45	2	100.00%
14	64	50	32	87.50%
14	64	50	16	100.00%
14	64	50	8	100.00%
14	64	50	4	100.00%
14	64	50	2	100.00%
14	128	5	32	43.75%
14	128	5	16	81.25%
14	128	5	8	91.25%
14	128	5	4	100.00%
14	128	5	2	100.00%
14	128	10	32	61.25%
14	128	10	16	80.00%
14	128	10	8	98.75%
14	128	10	4	100.00%
14	128	10	2	100.00%
14	128	15	32	85.00%
14	128	15	16	98.75%
14	128	15	8	100.00%
14	128	15	4	100.00%
14	128	15	2	100.00%
14	128	20	32	78.75%
14	128	20	16	100.00%
14	128	20	8	100.00%
14	128	20	4	100.00%
14	128	20	2	100.00%
14	128	25	32	100.00%
14	128	25	16	100.00%
14	128	25	8	100.00%
14	128	25	4	100.00%
14	128	25	2	100.00%
14	128	30	32	100.00%
14	128	30	16	100.00%
14	128	30	8	100.00%
14	128	30	4	100.00%
14	128	30	2	100.00%
14	128	35	32	100.00%
14	128	35	16	100.00%
14	128	35	8	100.00%
14	128	35	4	100.00%
14	128	35	2	100.00%
14	128	40	32	100.00%
14	128	40	16	100.00%
14	128	40	8	100.00%
14	128	40	4	100.00%
14	128	40	2	100.00%
14	128	45	32	100.00%
14	128	45	16	100.00%
14	128	45	8	100.00%
14	128	45	4	100.00%
14	128	45	2	100.00%
14	128	50	32	100.00%
14	128	50	16	100.00%
14	128	50	8	100.00%
14	128	50	4	100.00%
14	128	50	2	100.00%
Jumlah Neuron	Jumlah Input	Jumlah Epoch	Jumlah Batch Size	Akurasi (%)
16	2	5	32	13.75%
16	2	5	16	13.75%
16	2	5	8	12.50%
16	2	5	4	11.25%
16	2	5	2	15.00%
16	2	10	32	13.75%
16	2	10	16	18.75%
16	2	10	8	13.75%
16	2	10	4	15.00%
16	2	10	2	20.00%
16	2	15	32	3.75%
16	2	15	16	10.00%
16	2	15	8	15.00%
16	2	15	4	10.00%
16	2	15	2	16.25%
16	2	20	32	15.00%
16	2	20	16	10.00%
16	2	20	8	18.75%
16	2	20	4	15.00%
16	2	20	2	21.25%
16	2	25	32	11.25%
16	2	25	16	13.75%
16	2	25	8	18.75%
16	2	25	4	17.50%
16	2	25	2	21.25%
16	2	30	32	10.00%
16	2	30	16	16.25%
16	2	30	8	8.75%
16	2	30	4	21.25%
16	2	30	2	17.50%
16	2	35	32	13.75%
16	2	35	16	20.00%
16	2	35	8	15.00%
16	2	35	4	20.00%
16	2	35	2	22.50%
16	2	40	32	8.75%
16	2	40	16	20.00%
16	2	40	8	20.00%
16	2	40	4	20.00%
16	2	40	2	22.50%
16	2	45	32	16.25%
16	2	45	16	17.50%
16	2	45	8	20.00%
16	2	45	4	22.50%
16	2	45	2	25.00%
16	2	50	32	16.25%
16	2	50	16	17.50%
16	2	50	8	17.50%
16	2	50	4	25.00%
16	2	50	2	21.25%
16	4	5	32	12.50%
16	4	5	16	11.25%
16	4	5	8	6.25%
16	4	5	4	15.00%
16	4	5	2	16.25%
16	4	10	32	27.50%
16	4	10	16	11.25%
16	4	10	8	16.25%
16	4	10	4	16.25%
16	4	10	2	17.50%
16	4	15	32	21.25%
16	4	15	16	20.00%
16	4	15	8	13.75%
16	4	15	4	12.50%
16	4	15	2	18.75%
16	4	20	32	15.00%
16	4	20	16	27.50%
16	4	20	8	20.00%
16	4	20	4	17.50%
16	4	20	2	22.50%
16	4	25	32	13.75%
16	4	25	16	17.50%
16	4	25	8	25.00%
16	4	25	4	22.50%
16	4	25	2	25.00%
16	4	30	32	20.00%
16	4	30	16	26.25%
16	4	30	8	20.00%
16	4	30	4	22.50%
