Jumlah Input	Jumlah Epoch	Jumlah Neuron	Jumlah Batch Size	Akurasi (%)
5	4	16	16	11.25%
5	4	16	8	6.25%
5	4	16	4	15.00%
5	4	16	2	16.25%
5	8	2	32	18.75%
5	8	2	16	16.25%
5	8	2	8	11.25%
5	8	2	4	17.50%
5	8	2	2	16.25%
5	8	4	32	13.75%
5	8	4	16	21.25%
5	8	4	8	6.25%
5	8	4	4	11.25%
5	8	4	2	16.25%
5	8	8	32	20.00%
5	8	8	16	15.00%
5	8	8	8	13.75%
5	8	8	4	13.75%
5	8	8	2	23.75%
5	8	10	32	15.00%
5	8	10	16	10.00%
5	8	10	8	10.00%
5	8	10	4	16.25%
5	8	10	2	17.50%
5	8	12	32	13.75%
5	8	12	16	13.75%
5	8	12	8	18.75%
5	8	12	4	17.50%
5	8	12	2	10.00%
5	8	14	32	13.75%
5	8	14	16	11.25%
5	8	14	8	12.50%
5	8	14	4	23.75%
5	8	14	2	17.50%
5	8	16	32	13.75%
5	8	16	16	21.25%
5	8	16	8	22.50%
5	8	16	4	21.25%
5	8	16	2	12.50%
5	16	2	32	12.50%
5	16	2	16	15.00%
5	16	2	8	20.00%
5	16	2	4	13.75%
5	16	2	2	15.00%
5	16	4	32	13.75%
5	16	4	16	21.25%
5	16	4	8	15.00%
5	16	4	4	20.00%
5	16	4	2	25.00%
5	16	8	32	11.25%
5	16	8	16	18.75%
5	16	8	8	12.50%
5	16	8	4	17.50%
5	16	8	2	36.25%
5	16	10	32	13.75%
5	16	10	16	15.00%
5	16	10	8	30.00%
5	16	10	4	30.00%
5	16	10	2	25.00%
5	16	12	32	30.00%
5	16	12	16	21.25%
5	16	12	8	16.25%
5	16	12	4	30.00%
5	16	12	2	35.00%
5	16	14	32	10.00%
5	16	14	16	12.50%
5	16	14	8	33.75%
5	16	14	4	36.25%
5	16	14	2	31.25%
5	16	16	32	13.75%
5	16	16	16	12.50%
5	16	16	8	25.00%
5	16	16	4	25.00%
5	16	16	2	25.00%
5	32	2	32	16.25%
5	32	2	16	13.75%
5	32	2	8	1.25%
5	32	2	4	17.50%
5	32	2	2	21.25%
5	32	4	32	25.00%
5	32	4	16	30.00%
5	32	4	8	40.00%
5	32	4	4	31.25%
5	32	4	2	33.75%
5	32	8	32	21.25%
5	32	8	16	22.50%
5	32	8	8	41.25%
5	32	8	4	43.75%
5	32	8	2	47.50%
5	32	10	32	26.25%
5	32	10	16	21.25%
5	32	10	8	28.75%
5	32	10	4	57.50%
5	32	10	2	67.50%
5	32	12	32	22.50%
5	32	12	16	25.00%
5	32	12	8	41.25%
5	32	12	4	51.25%
5	32	12	2	62.50%
5	32	14	32	17.50%
5	32	14	16	16.25%
5	32	14	8	33.75%
5	32	14	4	33.75%
5	32	14	2	81.25%
5	32	16	32	17.50%
5	32	16	16	57.50%
5	32	16	8	72.50%
5	32	16	4	33.75%
5	32	16	2	72.50%
5	64	2	32	26.25%
5	64	2	16	36.25%
5	64	2	8	20.00%
5	64	2	4	37.50%
5	64	2	2	35.00%
5	64	4	32	15.00%
5	64	4	16	33.75%
5	64	4	8	28.75%
5	64	4	4	25.00%
5	64	4	2	60.00%
5	64	8	32	37.50%
5	64	8	16	35.00%
5	64	8	8	55.00%
5	64	8	4	65.00%
5	64	8	2	58.75%
5	64	10	32	25.00%
5	64	10	16	46.25%
5	64	10	8	55.00%
5	64	10	4	76.25%
5	64	10	2	88.75%
5	64	12	32	23.75%
5	64	12	16	32.50%
5	64	12	8	73.75%
5	64	12	4	76.25%
5	64	12	2	100.00%
5	64	14	32	25.00%
5	64	14	16	28.75%
5	64	14	8	75.00%
5	64	14	4	78.75%
5	64	14	2	98.75%
5	64	16	32	22.50%
5	64	16	16	71.25%
5	64	16	8	73.75%
5	64	16	4	98.75%
5	64	16	2	87.50%
5	128	2	32	12.50%
5	128	2	16	25.00%
5	128	2	8	21.25%
5	128	2	4	23.75%
5	128	2	2	25.00%
5	128	4	32	27.50%
5	128	4	16	31.25%
5	128	4	8	72.50%
5	128	4	4	46.25%
5	128	4	2	66.25%
5	128	8	32	21.25%
5	128	8	16	42.50%
5	128	8	8	70.00%
5	128	8	4	81.25%
5	128	8	2	73.75%
5	128	10	32	47.50%
5	128	10	16	50.00%
5	128	10	8	63.75%
5	128	10	4	91.25%
5	128	10	2	100.00%
5	128	12	32	57.50%
5	128	12	16	45.00%
5	128	12	8	75.00%
5	128	12	4	97.50%
5	128	12	2	100.00%
5	128	14	32	43.75%
5	128	14	16	81.25%
5	128	14	8	91.25%
5	128	14	4	100.00%
5	128	14	2	100.00%
5	128	16	32	51.25%
5	128	16	16	83.75%
5	128	16	8	98.75%
5	128	16	4	100.00%
5	128	16	2	100.00%
Jumlah Epoch	Jumlah Input	Jumlah Neuron	Jumlah Batch Size	Akurasi (%)
10	2	2	32	16.25%
10	2	2	16	13.75%
10	2	2	8	13.75%
10	2	2	4	12.50%
10	2	2	2	13.75%
10	2	4	32	13.75%
10	2	4	16	18.75%
10	2	4	8	17.50%
10	2	4	4	15.00%
10	2	4	2	12.50%
10	2	8	32	13.75%
10	2	8	16	6.25%
10	2	8	8	12.50%
10	2	8	4	11.25%
10	2	8	2	11.25%
10	2	10	32	12.50%
10	2	10	16	11.25%
10	2	10	8	12.50%
10	2	10	4	16.25%
10	2	10	2	13.75%
10	2	12	32	15.00%
10	2	12	16	12.50%
10	2	12	8	10.00%
10	2	12	4	12.50%
10	2	12	2	20.00%
10	2	14	32	13.75%
10	2	14	16	12.50%
10	2	14	8	12.50%
10	2	14	4	12.50%
10	2	14	2	17.50%
10	2	16	32	13.75%
10	2	16	16	18.75%
10	2	16	8	13.75%
10	2	16	4	15.00%
10	2	16	2	20.00%
10	4	2	32	12.50%
10	4	2	16	16.25%
10	4	2	8	16.25%
10	4	2	4	12.50%
10	4	2	2	12.50%
10	4	4	32	15.00%
10	4	4	16	16.25%
10	4	4	8	11.25%
10	4	4	4	11.25%
10	4	4	2	11.25%
10	4	8	32	16.25%
10	4	8	16	21.25%
10	4	8	8	13.75%
10	4	8	4	8.75%
10	4	8	2	15.00%
10	4	10	32	23.75%
10	4	10	16	7.50%
10	4	10	8	12.50%
10	4	10	4	10.00%
10	4	10	2	13.75%
10	4	12	32	15.00%
10	4	12	16	16.25%
10	4	12	8	18.75%
10	4	12	4	18.75%
10	4	12	2	21.25%
10	4	14	32	21.25%
10	4	14	16	13.75%
10	4	14	8	11.25%
10	4	14	4	13.75%
10	4	14	2	22.50%
10	4	16	32	27.50%
10	4	16	16	11.25%
10	4	16	8	16.25%
10	4	16	4	16.25%
10	4	16	2	17.50%
10	8	2	32	10.00%
10	8	2	16	18.75%
10	8	2	8	6.25%
10	8	2	4	13.75%
10	8	2	2	12.50%
10	8	4	32	12.50%
10	8	4	16	17.50%
10	8	4	8	13.75%
10	8	4	4	13.75%
10	8	4	2	13.75%
10	8	8	32	13.75%
10	8	8	16	18.75%
10	8	8	8	25.00%
10	8	8	4	23.75%
10	8	8	2	23.75%
10	8	10	32	12.50%
10	8	10	16	18.75%
10	8	10	8	28.75%
10	8	10	4	28.75%
10	8	10	2	23.75%
10	8	12	32	12.50%
10	8	12	16	16.25%
10	8	12	8	12.50%
10	8	12	4	20.00%
10	8	12	2	26.25%
10	8	14	32	30.00%
10	8	14	16	11.25%
10	8	14	8	20.00%
10	8	14	4	30.00%
10	8	14	2	32.50%
10	8	16	32	11.25%
10	8	16	16	12.50%
10	8	16	8	16.25%
10	8	16	4	16.25%
10	8	16	2	18.75%
10	16	2	32	11.25%
10	16	2	16	12.50%
10	16	2	8	7.50%
10	16	2	4	25.00%
10	16	2	2	18.75%
10	16	4	32	21.25%
10	16	4	16	23.75%
10	16	4	8	21.25%
10	16	4	4	27.50%
10	16	4	2	23.75%
10	16	8	32	15.00%
10	16	8	16	17.50%
10	16	8	8	22.50%
10	16	8	4	27.50%
10	16	8	2	38.75%
10	16	10	32	30.00%
10	16	10	16	22.50%
10	16	10	8	13.75%
10	16	10	4	35.00%
10	16	10	2	38.75%
10	16	12	32	23.75%
10	16	12	16	20.00%
10	16	12	8	27.50%
10	16	12	4	33.75%
10	16	12	2	46.25%
10	16	14	32	28.75%
10	16	14	16	28.75%
10	16	14	8	25.00%
10	16	14	4	28.75%
10	16	14	2	41.25%
10	16	16	32	13.75%
10	16	16	16	15.00%
10	16	16	8	33.75%
10	16	16	4	25.00%
10	16	16	2	33.75%
10	32	2	32	12.50%
10	32	2	16	20.00%
10	32	2	8	17.50%
10	32	2	4	27.50%
10	32	2	2	17.50%
10	32	4	32	23.75%
10	32	4	16	22.50%
10	32	4	8	40.00%
10	32	4	4	23.75%
10	32	4	2	25.00%
10	32	8	32	15.00%
10	32	8	16	46.25%
10	32	8	8	58.75%
10	32	8	4	72.50%
10	32	8	2	71.25%
10	32	10	32	25.00%
10	32	10	16	48.75%
10	32	10	8	53.75%
10	32	10	4	66.25%
10	32	10	2	76.25%
10	32	12	32	55.00%
10	32	12	16	36.25%
10	32	12	8	82.50%
10	32	12	4	75.00%
10	32	12	2	81.25%
10	32	14	32	36.25%
10	32	14	16	57.50%
10	32	14	8	61.25%
10	32	14	4	77.50%
10	32	14	2	100.00%
10	32	16	32	28.75%
10	32	16	16	47.50%
10	32	16	8	78.75%
10	32	16	4	75.00%
10	32	16	2	86.25%
10	64	2	32	22.50%
10	64	2	16	23.75%
10	64	2	8	35.00%
10	64	2	4	32.50%
10	64	2	2	12.50%
10	64	4	32	37.50%
10	64	4	16	27.50%
10	64	4	8	32.50%
10	64	4	4	51.25%
10	64	4	2	75.00%
10	64	8	32	46.25%
10	64	8	16	87.50%
10	64	8	8	83.75%
10	64	8	4	86.25%
10	64	8	2	100.00%
10	64	10	32	43.75%
10	64	10	16	66.25%
10	64	10	8	76.25%
10	64	10	4	87.50%
10	64	10	2	97.50%
10	64	12	32	62.50%
10	64	12	16	67.50%
10	64	12	8	81.25%
10	64	12	4	96.25%
10	64	12	2	100.00%
10	64	14	32	33.75%
10	64	14	16	83.75%
10	64	14	8	87.50%
10	64	14	4	100.00%
10	64	14	2	88.75%
10	64	16	32	56.25%
10	64	16	16	87.50%
10	64	16	8	86.25%
10	64	16	4	98.75%
10	64	16	2	100.00%
10	128	2	32	15.00%
10	128	2	16	21.25%
10	128	2	8	36.25%
10	128	2	4	40.00%
10	128	2	2	36.25%
10	128	4	32	20.00%
10	128	4	16	56.25%
10	128	4	8	48.75%
10	128	4	4	63.75%
10	128	4	2	81.25%
10	128	8	32	41.25%
10	128	8	16	37.50%
10	128	8	8	87.50%
10	128	8	4	93.75%
10	128	8	2	100.00%
10	128	10	32	46.25%
10	128	10	16	75.00%
10	128	10	8	87.50%
10	128	10	4	100.00%
10	128	10	2	100.00%
10	128	12	32	71.25%
10	128	12	16	75.00%
10	128	12	8	98.75%
10	128	12	4	100.00%
10	128	12	2	100.00%
10	128	14	32	61.25%
10	128	14	16	80.00%
10	128	14	8	98.75%
10	128	14	4	100.00%
10	128	14	2	100.00%
10	128	16	32	71.25%
10	128	16	16	98.75%
10	128	16	8	100.00%
10	128	16	4	100.00%
10	128	16	2	100.00%
Jumlah Epoch	Jumlah Input	Jumlah Neuron	Jumlah Batch Size	Akurasi (%)
15	2	2	32	11.25%
15	2	2	16	10.00%
15	2	2	8	12.50%
15	2	2	4	16.25%
15	2	2	2	11.25%
15	2	4	32	13.75%
15	2	4	16	13.75%
15	2	4	8	11.25%
15	2	4	4	13.75%
15	2	4	2	17.50%
15	2	8	32	10.00%
15	2	8	16	12.50%
15	2	8	8	10.00%
15	2	8	4	16.25%
15	2	8	2	12.50%
15	2	10	32	6.25%
15	2	10	16	17.50%
15	2	10	8	17.50%
15	2	10	4	15.00%
15	2	10	2	16.25%
15	2	12	32	12.50%
15	2	12	16	11.25%
15	2	12	8	11.25%
15	2	12	4	12.50%
15	2	12	2	10.00%
15	2	14	32	12.50%
15	2	14	16	15.00%
15	2	14	8	16.25%
15	2	14	4	18.75%
15	2	14	2	18.75%
15	2	16	32	3.75%
15	2	16	16	10.00%
15	2	16	8	15.00%
15	2	16	4	10.00%
15	2	16	2	16.25%
15	4	2	32	12.50%
15	4	2	16	12.50%
15	4	2	8	11.25%
15	4	2	4	13.75%
15	4	2	2	17.50%
15	4	4	32	10.00%
15	4	4	16	15.00%
15	4	4	8	11.25%
15	4	4	4	20.00%
15	4	4	2	20.00%
15	4	8	32	18.75%
15	4	8	16	13.75%
15	4	8	8	12.50%
15	4	8	4	21.25%
15	4	8	2	16.25%
15	4	10	32	11.25%
15	4	10	16	11.25%
15	4	10	8	20.00%
15	4	10	4	16.25%
15	4	10	2	17.50%
15	4	12	32	18.75%
15	4	12	16	13.75%
15	4	12	8	13.75%
15	4	12	4	20.00%
15	4	12	2	23.75%
15	4	14	32	12.50%
15	4	14	16	15.00%
15	4	14	8	21.25%
15	4	14	4	15.00%
15	4	14	2	25.00%
15	4	16	32	21.25%
15	4	16	16	20.00%
15	4	16	8	13.75%
15	4	16	4	12.50%
15	4	16	2	18.75%
15	8	2	32	13.75%
15	8	2	16	8.75%
15	8	2	8	8.75%
15	8	2	4	13.75%
15	8	2	2	18.75%
15	8	4	32	13.75%
15	8	4	16	12.50%
15	8	4	8	23.75%
15	8	4	4	23.75%
15	8	4	2	20.00%
15	8	8	32	23.75%
15	8	8	16	11.25%
15	8	8	8	15.00%
15	8	8	4	23.75%
15	8	8	2	26.25%
15	8	10	32	16.25%
15	8	10	16	11.25%
15	8	10	8	18.75%
15	8	10	4	17.50%
15	8	10	2	21.25%
15	8	12	32	17.50%
15	8	12	16	18.75%
15	8	12	8	23.75%
15	8	12	4	21.25%
15	8	12	2	13.75%
15	8	14	32	12.50%
15	8	14	16	18.75%
15	8	14	8	26.25%
15	8	14	4	18.75%
15	8	14	2	35.00%
15	8	16	32	16.25%
15	8	16	16	18.75%
15	8	16	8	20.00%
15	8	16	4	28.75%
15	8	16	2	35.00%
15	16	2	32	13.75%
15	16	2	16	17.50%
15	16	2	8	13.75%
15	16	2	4	11.25%
15	16	2	2	12.50%
15	16	4	32	8.75%
15	16	4	16	12.50%
15	16	4	8	37.50%
15	16	4	4	30.00%
15	16	4	2	35.00%
15	16	8	32	27.50%
15	16	8	16	21.25%
15	16	8	8	15.00%
15	16	8	4	35.00%
15	16	8	2	37.50%
15	16	10	32	25.00%
15	16	10	16	13.75%
15	16	10	8	35.00%
15	16	10	4	30.00%
15	16	10	2	45.00%
15	16	12	32	16.25%
15	16	12	16	25.00%
15	16	12	8	40.00%
15	16	12	4	26.25%
15	16	12	2	43.75%
15	16	14	32	28.75%
15	16	14	16	31.25%
15	16	14	8	31.25%
15	16	14	4	45.00%
15	16	14	2	38.75%
15	16	16	32	41.25%
15	16	16	16	31.25%
15	16	16	8	26.25%
15	16	16	4	45.00%
15	16	16	2	43.75%
15	32	2	32	12.50%
15	32	2	16	36.25%
15	32	2	8	20.00%
15	32	2	4	32.50%
15	32	2	2	27.50%
15	32	4	32	17.50%
15	32	4	16	42.50%
15	32	4	8	31.25%
15	32	4	4	33.75%
15	32	4	2	41.25%
15	32	8	32	25.00%
15	32	8	16	60.00%
15	32	8	8	56.25%
15	32	8	4	75.00%
15	32	8	2	98.75%
15	32	10	32	36.25%
15	32	10	16	66.25%
15	32	10	8	88.75%
15	32	10	4	95.00%
15	32	10	2	100.00%
15	32	12	32	31.25%
15	32	12	16	68.75%
15	32	12	8	67.50%
15	32	12	4	93.75%
15	32	12	2	98.75%
15	32	14	32	60.00%
15	32	14	16	85.00%
15	32	14	8	82.50%
15	32	14	4	96.25%
15	32	14	2	97.50%
15	32	16	32	57.50%
15	32	16	16	72.50%
15	32	16	8	86.25%
15	32	16	4	98.75%
15	32	16	2	100.00%
15	64	2	32	37.50%
15	64	2	16	22.50%
15	64	2	8	31.25%
15	64	2	4	50.00%
15	64	2	2	48.75%
15	64	4	32	20.00%
15	64	4	16	47.50%
15	64	4	8	53.75%
15	64	4	4	75.00%
15	64	4	2	78.75%
15	64	8	32	40.00%
15	64	8	16	70.00%
15	64	8	8	75.00%
15	64	8	4	86.25%
15	64	8	2	100.00%
15	64	10	32	65.00%
15	64	10	16	73.75%
15	64	10	8	96.25%
15	64	10	4	88.75%
15	64	10	2	100.00%
15	64	12	32	42.50%
15	64	12	16	95.00%
15	64	12	8	100.00%
15	64	12	4	98.75%
15	64	12	2	100.00%
15	64	14	32	71.25%
15	64	14	16	97.50%
15	64	14	8	100.00%
15	64	14	4	100.00%
15	64	14	2	100.00%
15	64	16	32	67.50%
15	64	16	16	87.50%
15	64	16	8	98.75%
15	64	16	4	100.00%
15	64	16	2	100.00%
15	128	2	32	25.00%
15	128	2	16	30.00%
15	128	2	8	58.75%
15	128	2	4	25.00%
15	128	2	2	53.75%
15	128	4	32	25.00%
15	128	4	16	37.50%
15	128	4	8	75.00%
15	128	4	4	73.75%
15	128	4	2	100.00%
15	128	8	32	72.50%
15	128	8	16	82.50%
15	128	8	8	100.00%
15	128	8	4	100.00%
15	128	8	2	97.50%
15	128	10	32	86.25%
15	128	10	16	87.50%
15	128	10	8	100.00%
15	128	10	4	100.00%
15	128	10	2	100.00%
15	128	12	32	75.00%
15	128	12	16	100.00%
15	128	12	8	100.00%
15	128	12	4	100.00%
15	128	12	2	100.00%
15	128	14	32	85.00%
15	128	14	16	98.75%
15	128	14	8	100.00%
15	128	14	4	100.00%
15	128	14	2	100.00%
15	128	16	32	88.75%
15	128	16	16	96.25%
15	128	16	8	100.00%
15	128	16	4	100.00%
15	128	16	2	100.00%
Jumlah Epoch	Jumlah Input	Jumlah Neuron	Jumlah Batch Size	Akurasi (%)
20	2	2	32	21.25%
20	2	2	16	13.75%
20	2	2	8	8.75%
20	2	2	4	10.00%
20	2	2	2	15.00%
20	2	4	32	12.50%
20	2	4	16	13.75%
20	2	4	8	17.50%
20	2	4	4	10.00%
20	2	4	2	16.25%
20	2	8	32	15.00%
20	2	8	16	11.25%
20	2	8	8	16.25%
20	2	8	4	15.00%
20	2	8	2	16.25%
20	2	10	32	13.75%
20	2	10	16	11.25%
20	2	10	8	15.00%
20	2	10	4	15.00%
20	2	10	2	12.50%
20	2	12	32	11.25%
20	2	12	16	17.50%
20	2	12	8	15.00%
20	2	12	4	16.25%
20	2	12	2	15.00%
20	2	14	32	13.75%
20	2	14	16	15.00%
20	2	14	8	15.00%
20	2	14	4	21.25%
20	2	14	2	20.00%
20	2	16	32	15.00%
20	2	16	16	10.00%
20	2	16	8	18.75%
20	2	16	4	15.00%
20	2	16	2	21.25%
20	4	2	32	15.00%
20	4	2	16	13.75%
20	4	2	8	10.00%
20	4	2	4	16.25%
20	4	2	2	15.00%
20	4	4	32	12.50%
20	4	4	16	13.75%
20	4	4	8	5.00%
20	4	4	4	13.75%
20	4	4	2	15.00%
20	4	8	32	15.00%
20	4	8	16	20.00%
20	4	8	8	18.75%
20	4	8	4	22.50%
20	4	8	2	18.75%
20	4	10	32	23.75%
20	4	10	16	17.50%
20	4	10	8	21.25%
20	4	10	4	18.75%
20	4	10	2	26.25%
20	4	12	32	11.25%
20	4	12	16	15.00%
20	4	12	8	13.75%
20	4	12	4	26.25%
20	4	12	2	25.00%
20	4	14	32	15.00%
20	4	14	16	16.25%
20	4	14	8	12.50%
20	4	14	4	17.50%
20	4	14	2	21.25%
20	4	16	32	15.00%
20	4	16	16	27.50%
20	4	16	8	20.00%
20	4	16	4	17.50%
20	4	16	2	22.50%
20	8	2	32	17.50%
20	8	2	16	11.25%
20	8	2	8	11.25%
20	8	2	4	15.00%
20	8	2	2	16.25%
20	8	4	32	16.25%
20	8	4	16	18.75%
20	8	4	8	12.50%
20	8	4	4	25.00%
20	8	4	2	21.25%
20	8	8	32	17.50%
20	8	8	16	25.00%
20	8	8	8	21.25%
20	8	8	4	35.00%
20	8	8	2	30.00%
20	8	10	32	15.00%
20	8	10	16	27.50%
20	8	10	8	25.00%
20	8	10	4	15.00%
20	8	10	2	18.75%
20	8	12	32	17.50%
20	8	12	16	23.75%
20	8	12	8	13.75%
20	8	12	4	21.25%
20	8	12	2	37.50%
20	8	14	32	23.75%
20	8	14	16	15.00%
20	8	14	8	22.50%
20	8	14	4	36.25%
20	8	14	2	33.75%
20	8	16	32	21.25%
20	8	16	16	15.00%
20	8	16	8	32.50%
20	8	16	4	25.00%
20	8	16	2	38.75%
20	16	2	32	13.75%
20	16	2	16	13.75%
20	16	2	8	16.25%
20	16	2	4	25.00%
20	16	2	2	12.50%
20	16	4	32	31.25%
20	16	4	16	25.00%
20	16	4	8	23.75%
20	16	4	4	16.25%
20	16	4	2	42.50%
20	16	8	32	30.00%
20	16	8	16	26.25%
20	16	8	8	42.50%
20	16	8	4	36.25%
20	16	8	2	27.50%
20	16	10	32	11.25%
20	16	10	16	33.75%
20	16	10	8	25.00%
20	16	10	4	20.00%
20	16	10	2	36.25%
20	16	12	32	23.75%
20	16	12	16	33.75%
20	16	12	8	38.75%
20	16	12	4	47.50%
20	16	12	2	45.00%
20	16	14	32	30.00%
20	16	14	16	38.75%
20	16	14	8	33.75%
20	16	14	4	43.75%
20	16	14	2	50.00%
20	16	16	32	26.25%
20	16	16	16	33.75%
20	16	16	8	36.25%
20	16	16	4	51.25%
20	16	16	2	51.25%
20	32	2	32	17.50%
20	32	2	16	15.00%
20	32	2	8	22.50%
20	32	2	4	22.50%
20	32	2	2	45.00%
20	32	4	32	28.75%
20	32	4	16	28.75%
20	32	4	8	27.50%
20	32	4	4	52.50%
20	32	4	2	41.25%
20	32	8	32	47.50%
20	32	8	16	55.00%
20	32	8	8	55.00%
20	32	8	4	87.50%
20	32	8	2	87.50%
20	32	10	32	46.25%
20	32	10	16	31.25%
20	32	10	8	83.75%
20	32	10	4	93.75%
20	32	10	2	96.25%
20	32	12	32	58.75%
20	32	12	16	58.75%
20	32	12	8	86.25%
20	32	12	4	100.00%
20	32	12	2	100.00%
20	32	14	32	55.00%
20	32	14	16	60.00%
20	32	14	8	92.50%
20	32	14	4	98.75%
20	32	14	2	97.50%
20	32	16	32	60.00%
20	32	16	16	96.25%
20	32	16	8	98.75%
20	32	16	4	97.50%
20	32	16	2	100.00%
20	64	2	32	38.75%
20	64	2	16	37.50%
20	64	2	8	40.00%
20	64	2	4	41.25%
20	64	2	2	47.50%
20	64	4	32	50.00%
20	64	4	16	45.00%
20	64	4	8	67.50%
20	64	4	4	37.50%
20	64	4	2	100.00%
20	64	8	32	30.00%
20	64	8	16	71.25%
20	64	8	8	82.50%
20	64	8	4	100.00%
20	64	8	2	100.00%
20	64	10	32	60.00%
20	64	10	16	87.50%
20	64	10	8	90.00%
20	64	10	4	100.00%
20	64	10	2	100.00%
20	64	12	32	75.00%
20	64	12	16	90.00%
20	64	12	8	97.50%
20	64	12	4	100.00%
20	64	12	2	100.00%
20	64	14	32	72.50%
20	64	14	16	90.00%
20	64	14	8	100.00%
20	64	14	4	100.00%
20	64	14	2	100.00%
20	64	16	32	87.50%
20	64	16	16	100.00%
20	64	16	8	100.00%
20	64	16	4	100.00%
20	64	16	2	100.00%
20	128	2	32	28.75%
20	128	2	16	55.00%
20	128	2	8	25.00%
20	128	2	4	51.25%
20	128	2	2	50.00%
20	128	4	32	57.50%
20	128	4	16	40.00%
20	128	4	8	62.50%
20	128	4	4	88.75%
20	128	4	2	100.00%
20	128	8	32	43.75%
20	128	8	16	65.00%
20	128	8	8	100.00%
20	128	8	4	100.00%
20	128	8	2	100.00%
20	128	10	32	68.75%
20	128	10	16	100.00%
20	128	10	8	100.00%
20	128	10	4	100.00%
20	128	10	2	100.00%
20	128	12	32	95.00%
20	128	12	16	97.50%
20	128	12	8	100.00%
20	128	12	4	100.00%
20	128	12	2	100.00%
20	128	14	32	78.75%
20	128	14	16	100.00%
20	128	14	8	100.00%
20	128	14	4	100.00%
20	128	14	2	100.00%
20	128	16	32	97.50%
20	128	16	16	100.00%
20	128	16	8	100.00%
20	128	16	4	100.00%
20	128	16	2	100.00%
Jumlah Epoch	Jumlah Input	Jumlah Neuron	Jumlah Batch Size	Akurasi (%)
25	2	2	32	12.50%
25	2	2	16	10.00%
25	2	2	8	12.50%
25	2	2	4	16.25%
25	2	2	2	15.00%
25	2	4	32	13.75%
25	2	4	16	11.25%
25	2	4	8	15.00%
25	2	4	4	20.00%
25	2	4	2	12.50%
25	2	8	32	7.50%
25	2	8	16	12.50%
25	2	8	8	15.00%
25	2	8	4	11.25%
25	2	8	2	15.00%
25	2	10	32	16.25%
25	2	10	16	12.50%
25	2	10	8	15.00%
25	2	10	4	20.00%
25	2	10	2	16.25%
25	2	12	32	10.00%
25	2	12	16	8.75%
25	2	12	8	17.50%
25	2	12	4	16.25%
25	2	12	2	22.50%
25	2	14	32	16.25%
25	2	14	16	15.00%
25	2	14	8	16.25%
25	2	14	4	16.25%
25	2	14	2	20.00%
25	2	16	32	11.25%
25	2	16	16	13.75%
25	2	16	8	18.75%
25	2	16	4	17.50%
25	2	16	2	21.25%
25	4	2	32	11.25%
25	4	2	16	12.50%
25	4	2	8	11.25%
25	4	2	4	12.50%
25	4	2	2	18.75%
25	4	4	32	11.25%
25	4	4	16	20.00%
25	4	4	8	16.25%
25	4	4	4	13.75%
25	4	4	2	22.50%
25	4	8	32	10.00%
25	4	8	16	18.75%
25	4	8	8	10.00%
25	4	8	4	12.50%
25	4	8	2	31.25%
25	4	10	32	27.50%
25	4	10	16	18.75%
25	4	10	8	11.25%
25	4	10	4	20.00%
25	4	10	2	16.25%
25	4	12	32	17.50%
25	4	12	16	17.50%
25	4	12	8	20.00%
25	4	12	4	20.00%
25	4	12	2	25.00%
25	4	14	32	11.25%
25	4	14	16	21.25%
25	4	14	8	20.00%
25	4	14	4	20.00%
25	4	14	2	25.00%
25	4	16	32	13.75%
25	4	16	16	17.50%
25	4	16	8	25.00%
25	4	16	4	22.50%
25	4	16	2	25.00%
25	8	2	32	15.00%
25	8	2	16	13.75%
25	8	2	8	13.75%
25	8	2	4	27.50%
25	8	2	2	13.75%
25	8	4	32	13.75%
25	8	4	16	12.50%
25	8	4	8	25.00%
25	8	4	4	20.00%
25	8	4	2	31.25%
25	8	8	32	20.00%
25	8	8	16	20.00%
25	8	8	8	11.25%
25	8	8	4	20.00%
25	8	8	2	28.75%
25	8	10	32	21.25%
25	8	10	16	27.50%
25	8	10	8	16.25%
25	8	10	4	28.75%
25	8	10	2	28.75%
25	8	12	32	25.00%
25	8	12	16	22.50%
25	8	12	8	31.25%
25	8	12	4	27.50%
25	8	12	2	27.50%
25	8	14	32	18.75%
25	8	14	16	27.50%
25	8	14	8	22.50%
25	8	14	4	26.25%
25	8	14	2	31.25%
25	8	16	32	26.25%
25	8	16	16	13.75%
25	8	16	8	36.25%
25	8	16	4	31.25%
25	8	16	2	32.50%
25	16	2	32	13.75%
25	16	2	16	17.50%
25	16	2	8	12.50%
25	16	2	4	18.75%
25	16	2	2	25.00%
25	16	4	32	25.00%
25	16	4	16	32.50%
25	16	4	8	26.25%
25	16	4	4	20.00%
25	16	4	2	32.50%
25	16	8	32	12.50%
25	16	8	16	32.50%
25	16	8	8	42.50%
25	16	8	4	27.50%
25	16	8	2	38.75%
25	16	10	32	23.75%
25	16	10	16	22.50%
25	16	10	8	42.50%
25	16	10	4	42.50%
25	16	10	2	48.75%
25	16	12	32	22.50%
25	16	12	16	30.00%
25	16	12	8	36.25%
25	16	12	4	48.75%
25	16	12	2	47.50%
25	16	14	32	20.00%
25	16	14	16	41.25%
25	16	14	8	53.75%
25	16	14	4	26.25%
25	16	14	2	53.75%
25	16	16	32	23.75%
25	16	16	16	32.50%
25	16	16	8	40.00%
25	16	16	4	48.75%
25	16	16	2	56.25%
25	32	2	32	12.50%
25	32	2	16	21.25%
25	32	2	8	38.75%
25	32	2	4	36.25%
